Strain,Variety,Source_variety,Rep,Label,Tray,Slot,Location,Plantarea_3weeks_cm^2,Chloro_1,Chloro_2,Chloro_3,Chloro_4,Chloro_5,Chloro_check,Chloro_avg,Rootweight_g,Shootweight_g,Nod_lobe,Nod_unlobed,Nodule_Picker,Morphology,NOTES
074,V,VL,d,074_V_d,143,I,143-I,3.661731908,14.8,21.1,26.6,18.7,41.8,1.2,24.6,0.187,0.491,22,21,ELP,R,
075,V,VL,a,075_V_a,16,C,16-C,1.465899695,19.2,48.1,35.6,38.4,47.2,4.08,37.7,0.157,0.248,12,29,EMB,R,
075,O,VL,a,075_O_a,18,G,18-G,4.493185082,3.4,29.9,34.4,37,37.3,9.14,28.4,0.458,0.651,31,57,LTB,R,
075,S,VL,a,075_S_a,24,E,24-E,6.050815254,42.1,9,51.7,14,57.3,14.97,34.82,0.491,0.66,28,48,LTB,R,2 plants in shoots envelope
075,S,VL,b,075_S_b,37,I,37-I,0.505857083,,4.3,25.1,3.4,15.9,13.79,12.175,0.045,0.069,8,20,EMB,R,
075,V,VL,b,075_V_b,55,G,55-G,3.636075705,19.8,39.8,31.1,18.1,35.6,3.82,28.88,0.293,0.433,20,20,EMB,R,
075,O,VL,b,075_O_b,65,C,65-C,3.360907438,3.9,29.8,NA,42.8,49.3,15.38,31.45,0.191,0.484,10,19,EMB,R,
075,S,VL,c,075_S_c,80,F,80-F,0,1,1,1,1,0.9,0,0.98,0.115,NA,NA,NA,,R,
075,O,VL,c,075_O_c,96,H,96-H,3.672670025,32.6,41.8,48.5,50.5,47.4,1.5,44.16,0.229,0.428,7,13,SVG,R,
075,V,VL,c,075_V_c,104,H,104-H,0.710035796,1.4,37.1,5.1,9.2,2.2,20,11,0.027,0.045,5,3,MAG,R,
075,S,VL,d,075_S_d,116,H,116-H,0,1.1,1,1,1,0.9,0,1,NA,NA,,,,R,
075,V,VL,d,075_V_d,119,G,119-G,1.872598046,6.1,5.1,7.4,10.8,29.4,0.84,11.76,0.09,0.21,14,10,ELP,R,
075,O,VL,d,075_O_d,125,C,125-C,2.62390854,44.7,46.3,55,7.4,12.4,11.64,33.16,0.358,0.572,13,16,EMB,R,
076,S,VL,a,076_S_a,8,I,8-I,2.063185248,3.2,24.6,29.5,31.1,36.5,7.53,24.98,0.2,0.342,3,64,EMB,R,
076,V,VL,a,076_V_a,9,E,9-E,3.700645356,24,22.2,19.3,23.8,26.1,0.21,23.08,0.636,0.626,11,71,AS,R,
076,O,VL,a,076_O_a,14,E,14-E,3.512631628,10,23.3,19.3,26.4,34.4,2.57,22.68,0.441,0.435,52,9,MAG,R,
076,O,VL,b,076_O_b,43,A,43-A,1.108722467,13.6,11.8,24.6,20,30.6,1.99,20.12,0.098,0.213,18,55,ELP,R,
076,S,VL,b,076_S_b,65,B,65-B,2.621269505,10.9,33.6,NA,40.6,43.2,8.5,32.075,0.178,0.33,15,29,EMB,R,
076,V,VL,b,076_V_b,70,D,70-D,2.519242902,8,8,38.6,32.5,45.3,11.9,26.48,0.121,0.293,9,26,EMB,R,
076,V,VL,c,076_V_c,73,H,73-H,1.118106411,5.1,NA,3.9,4.3,6.9,0.08,5.05,0.035,0.105,3,21,LTB,R,
076,O,VL,c,076_O_c,74,B,74-B,3.469390356,8.5,6.7,32.4,27.9,28.8,9.19,20.86,0.142,0.339,46,82,LTB,R,
076,S,VL,c,076_S_c,76,B,76-B,4.787072129,4,37,3.8,38.5,33.6,18.36,23.38,0.418,0.495,11,54,EMB,R,
076,S,VL,d,076_S_d,109,D,109-D,2.052379264,20.1,20.3,22.8,26,33.5,0.34,24.54,0.139,0.266,12,54,ELP,R,
076,V,VL,d,076_V_d,118,C,118-C,2.224979904,34,25.7,9.8,36.1,45,5.4,30.12,0.264,0.385,15,40,ELP,R,
076,O,VL,d,076_O_d,128,E,128-E,3.462610446,45.1,23.6,44.7,13.4,47.6,7.88,34.88,0.341,0.458,16,32,ELP,R,
077,V,VL,a,077_V_a,22,E,22-E,1.657100833,1.8,18,5.3,5.2,27.1,6.73,11.48,0.121,0.25,7,79,MAG,R,
077,O,VL,a,077_O_a,29,B,29-B,0.284966025,2.2,2.7,4.9,2,11,0.6,4.56,0.015,0.041,3,5,SVG,R,
077,S,VL,a,077_S_a,32,G,32-G,6.608694874,28.6,30,32.6,45.9,35.7,1.83,34.56,0.415,0.696,34,31,MAG,R,
077,O,VL,b,077_O_b,59,H,59-H,1.403352989,10.9,15.1,16.2,23.2,25.2,1.59,18.12,0.052,0.177,5,72,SVG,R,
077,V,VL,b,077_V_b,61,B,61-B,0.601142749,3.3,6.1,0.1,9.9,15.8,3.58,7.04,0.029,0.158,10,27,EMB,R,
077,S,VL,b,077_S_b,62,C,62-C,3.417598282,20.6,18.1,41.8,19.2,46.8,5.12,29.3,0.18,0.392,12,27,SVG,R,
077,O,VL,c,077_O_c,95,J,95-J,4.392056376,33.4,35.9,33,33.6,33.7,0.05,33.92,0.219,0.43,13,46,EMB,R,
077,S,VL,c,077_S_c,96,G,96-G,1.609090236,44.5,18.8,23.2,20.8,13.3,5.3,24.12,0.077,0.169,9,39,EMB,R,
077,V,VL,c,077_V_c,108,G,108-G,2.102299109,23.8,6.9,20.8,6.8,31.7,5.56,18,0.089,0.233,19,29,SVG,R,
077,S,VL,d,077_S_d,114,I,114-I,0,1.1,1,0.9,1,0.9,0.01,0.98,NA,NA,NA,NA,,R,DEAD
077,O,VL,d,077_O_d,119,B,119-B,4.654592506,13.1,47.1,53.3,46.8,56.3,8.29,43.32,0.496,0.495,19,8,ELP,R,
077,V,VL,d,077_V_d,124,H,124-H,2.545782081,13,38.7,47.6,35.5,34.9,6.43,33.94,0.151,0.318,10,65,LTB,R,
078,O,VL,a,078_O_a,5,B,5-B,5.973004126,36.3,30.3,34.7,45.2,41.8,1.07,37.66,0.392,0.489,10,18,EMB,R,
078,S,VL,a,078_S_a,6,B,6-B,0.318094528,1,1,1,1,0.9,0,0.98,NA,NA,NA,NA,NA,R,DEAD
078,V,VL,a,078_V_a,6,H,6-H,1.264764147,24.1,31.5,17.6,28.1,37.1,1.41,27.68,0.213,0.265,4,20,ELP,R,
078,O,VL,b,078_O_b,55,F,55-F,6.71599073,36.4,5.9,23.8,12.4,30.5,9.16,21.8,0.347,0.598,30,39,EMB,R,
078,V,VL,b,078_V_b,67,E,67-E,4.503273802,24.2,37.3,NA,21.9,30.9,2.48,28.575,0.258,0.409,16,12,EMB,R,
078,S,VL,b,078_S_b,69,D,69-D,3.349510261,18,40,74.9,74.2,75.1,14.92,56.44,0.541,0.574,8,17,EMB,R,Moved data in 69E up to 69-D after not finding roots envelope - EMB
078,O,VL,c,078_O_c,80,C,80-C,4.258114665,28.5,34.6,35.5,38,55.3,0.48,38.38,0.267,0.706,11,9,EMB,R,"2 PLANTS, USED LARGER"
078,S,VL,c,078_S_c,87,I,87-I,1.308005385,4.3,28.3,41.8,21.9,49.8,10.08,29.22,0.192,0.308,8,70,MAG,R,
078,V,VL,c,078_V_c,100,I,100-I,3.543100888,6.5,33.3,4.5,17.9,6.4,11.25,13.72,0.417,0.59,6,32,ELP,R,
078,V,VL,d,078_V_d,125,A,125-A,2.718372916,13.8,22.2,4.4,29.1,31.4,6.56,20.18,0.179,0.425,7,21,EMB,R,
078,S,VL,d,078_S_d,133,A,133-A,0.950075426,6.5,30.5,20.8,16.2,35.2,5.38,21.84,0.172,0.35,15,12,LTB,R,
078,O,VL,d,078_O_d,144,F,144-F,2.560900217,36.1,20.2,23.6,18.3,33.3,2.61,26.3,0.357,0.39,8,53,MAG,R,
079,V,VL,a,079_V_a,21,G,21-G,3.083846343,11.2,18.4,22.3,26.3,33.1,2.12,22.26,0.24,0.36,12,29,MAG,R,
079,S,VL,a,079_S_a,24,D,24-D,3.005352378,1.3,7.2,1.9,3.9,30.8,1.98,9.02,0.16,0.216,6,72,LTB,R,Possible contaimiantion from nodule count  (but could not be because many of them)
079,O,VL,a,079_O_a,25,D,25-D,2.911192931,6.1,NA,25.6,14.1,29.9,6.29,18.925,0.18,0.283,12,45,EMB,R,
079,S,VL,b,079_S_b,38,F,38-F,4.857328705,20.7,32.2,34.2,8.8,10.5,5.74,21.28,0.371,0.47,15,41,EMB,R,
079,V,VL,b,079_V_b,55,B,55-B,0,6.5,2.7,21.6,23,21.8,7.97,15.12,0.076,0.151,6,3,EMB,R,
079,O,VL,b,079_O_b,56,A,56-A,3.105766749,4.7,18.2,51.7,40.2,38,15.65,30.56,0.157,0.252,8,56,EMB,R,
079,V,VL,c,079_V_c,96,F,96-F,4.498281227,53.8,9.2,45.3,13.4,41.8,16.52,32.7,0.389,0.564,14,17,SVG,R,
079,O,VL,c,079_O_c,104,E,104-E,1.880434671,29.3,80.5,26.6,34.6,40.2,15.07,42.24,0.186,0.219,5,84,MAG,R,
079,S,VL,c,079_S_c,107,D,107-D,0.886626408,17.3,11.3,13.2,9.6,30.3,0.85,16.34,0.145,0.244,16,35,MAG,R,
079,V,VL,d,079_V_d,119,I,119-I,2.417706663,4.8,4.8,20.2,5.6,21.9,6.49,11.46,0.077,0.169,12,30,EMB,R,
079,S,VL,d,079_S_d,122,C,122-C,0,1.1,1,1,1,1,0,1.02,NA,NA,NA,NA,,R,DEAD
079,O,VL,d,079_O_d,122,J,122-J,1.265819106,1.3,1.6,5.4,19.8,0.9,10.82,5.8,0.026,0.059,4,10,EMB,R,
080,S,VL,a,080_S_a,3,H,3-H,4.273553464,46.4,12.9,38.6,37.8,45.5,6.23,36.24,0.512,0.508,9,21,GMF,R,
080,O,VL,a,080_O_a,27,C,27-C,1.405586562,1.1,NA,3.3,1.8,13.4,0.61,4.9,0.035,0.102,9,0,EMB,R,
080,V,VL,a,080_V_a,29,I,29-I,3.485928652,30.4,23.9,33.4,19.7,36.8,1.43,28.84,0.338,0.481,14,34,LTB,R,
080,S,VL,b,080_S_b,44,G,44-G,4.304142857,35.9,22.2,29.2,34.5,25.5,1.27,29.46,0.484,0.767,15,34,EMB,R,
080,V,VL,b,080_V_b,49,H,49-H,1.237263787,15.8,5.2,21,20,12.6,3.37,14.92,0.1,0.27,21,23,ELP,R,
080,O,VL,b,080_O_b,50,J,50-J,3.645551555,,33.6,35.3,35.3,45.9,0.03,37.525,0.184,0.415,14,20,EMB,R,
080,S,VL,c,080_S_c,87,C,87-C,4.351601974,42.7,1.2,93.8,46.4,53.8,31.16,47.58,0.411,0.574,26,56,MAG,R,
080,O,VL,c,080_O_c,92,E,92-E,2.623359834,20.3,45.2,42.8,42.7,41.1,3.62,38.42,0.267,0.353,15,10,ELP,R,
080,V,VL,c,080_V_c,101,C,101-C,4.447883918,37,NA,35,5.1,15.3,12.42,23.1,0.314,0.566,14,22,MAG,R,
080,S,VL,d,080_S_d,122,E,122-E,0,1.1,1,1,0.9,0.9,0.01,0.98,0.166,NA,11,21,EMB,R,Missing shoot envelope
080,O,VL,d,080_O_d,122,G,122-G,1.92422085,12.4,31.6,33.6,35.2,47,4.01,31.96,NA,0.374,,,,R,"no roots yet found, is shoots env in oven?;Shoots envelope found with correct label"
080,V,VL,d,080_V_d,141,J,141-J,1.587341772,6.1,20.2,34.1,4.5,43.9,11.82,21.76,0.141,0.292,16,11,ELP,R,
081,O,VL,a,081_O_a,4,G,4-G,0.995401939,2.2,2.1,2,8.9,5.7,3.04,4.18,0.029,0.053,0,66,AS,R,
081,S,VL,a,081_S_a,19,G,19-G,1.969506983,2.4,1.6,6.5,12.8,13.7,4.5,7.4,0.036,0.076,5,39,EMB,R,
081,V,VL,a,081_V_a,25,C,25-C,1.453166421,1.5,NA,2.2,4.2,2.8,0.75,2.675,0.06,0.064,5,31,EMB,R,
081,O,VL,b,081_O_b,44,I,44-I,0.98437594,1,7.2,5.6,11.1,14.4,2.81,7.86,0.024,0.065,0,38,EMB,R,
081,V,VL,b,081_V_b,52,C,52-C,0.515335273,5.3,2.8,1.4,12.3,7.1,4.3,5.78,0.057,0.087,3,59,EMB,R,
081,S,VL,b,081_S_b,54,F,54-F,1.565472047,16.6,23,25.7,17.6,27.1,0.91,22,0.138,0.235,7,48,EMB,R,
081,S,VL,c,081_S_c,73,D,73-D,1.587110778,7.9,NA,2.3,15,6.8,4.82,8,0.039,0.103,4,48,LTB,R,
081,O,VL,c,081_O_c,85,B,85-B,1.318296319,6,1.8,3,14.5,14.1,5.19,7.88,0.062,0.122,17,27,MAG,R,
081,V,VL,c,081_V_c,103,B,103-B,0.483489753,8,7.4,5.3,2.7,3.4,0.98,5.36,0.051,0.059,1,61,MAG,R,
081,S,VL,d,081_S_d,114,E,114-E,0,1.1,1,0.9,1,1,0.01,1,0.018,NA,3,30,ELP,R,"Shoots envelope not found, there was a VERY TINY ROOT IN ENVELOPE"
081,V,VL,d,081_V_d,114,G,114-G,0,2,1.5,10.4,5.9,2,3.45,4.36,NA,0.074,NA,NA,,R,DEAD
081,O,VL,d,081_O_d,139,A,139-A,1.421789337,6,2.2,13.7,1.3,31.2,5.5,10.88,0.054,0.086,5,44,MAG,R,
082,V,VL,a,082_V_a,12,H,12-H,1.095970604,20.7,9.2,23.8,10.5,29.4,3.31,18.72,0.167,0.238,6,45,ELP,R,
082,S,VL,a,082_S_a,23,J,23-J,5.385877272,17.3,11.2,42.8,36.3,46.7,8.42,30.86,0.229,0.332,33,44,EMB,R,
082,O,VL,a,082_O_a,34,C,34-C,1.348095275,2.2,9.9,19.6,22.4,21.8,6.34,15.18,0.12,0.162,8,54,EMB,R,
082,O,VL,b,082_O_b,43,E,43-E,3.003436123,27.9,29.5,31.1,10.7,16.7,3.63,23.18,0.282,0.362,11,32,ELP,R,
082,V,VL,b,082_V_b,60,C,60-C,1.772843691,2.7,10.3,24.9,31.2,19.9,9.9,17.8,0.102,0.164,5,83,EMB,R,
082,S,VL,b,082_S_b,72,J,72-J,0,1,9.3,,1,0.9,6.1,3.05,,NA,NA,NA,NA,R,DEAD
082,V,VL,c,082_V_c,84,C,84-C,3.011470206,47.1,NA,47.6,42.1,36.6,0.2,43.35,0.295,0.414,11,80,MAG,R,
082,O,VL,c,082_O_c,99,E,99-E,2.781241744,20,19.8,24.7,20.1,28.4,0.27,22.6,0.195,0.373,10,32,ELP,R,
082,S,VL,c,082_S_c,107,A,107-A,2.162655571,6.9,31.3,14.4,6.2,38.8,9.27,19.52,0.196,0.256,11,11,MAG,R,
082,V,VL,d,082_V_d,124,F,124-F,2.744336304,21.9,28.9,32.5,23.1,16.9,0.93,24.66,0.206,0.429,27,43,LTB,R,
082,O,VL,d,082_O_d,135,D,135-D,3.696986685,42.5,6.8,40,14.3,52,12.53,31.12,0.317,0.403,0,72,SVG,R,
082,S,VL,d,082_S_d,140,C,140-C,0,1,1.1,1,1,1,0,1.02,NA,NA,NA,NA,,R,DEAD
083,S,VL,a,083_S_a,31,C,31-C,2.052940852,3.9,35.4,3.9,12.9,7.6,15.76,12.74,0.182,0.363,11,17,EMB,R,
